,folio_ticket,carga_servidor,experiencia_agente,tiempo_diagnostico,es_cliente_premium,prioridad,canal_entrada,tiempo_resolucion_horas
1342,TK-101342-1259,85.12043790562853,7.1927504811576615,33.09754370059248,1,1.0,0.0,
1343,TK-101343-2241,74.5376802324731,6.903262949680805,38.73145029929854,0,1.0,,38.00710339120141
1344,TK-101344-2843,75.70298908999858,6.569954600131361,39.16551597138135,1,1.0,3.0,33.13228870662583
1345,TK-101345-6777,51.91200008360565,4.432843883850604,26.363737182671688,0,,1.0,24.570108899548014
1346,TK-101346-3280,45.945124441022216,3.97085712447909,42.976474851629135,0,2.0,1.0,27.980391613699254
1347,TK-101347-8796,47.8279072238452,5.598693518583556,0.0,0,1.0,1.0,15.193550811709692
1348,TK-101348-5567,94.07371728020433,6.679630530213925,25.96120114225152,1,0.0,2.0,29.595737007172144
1349,TK-101349-9572,23.008189355936185,4.599102738602108,28.409305042870766,1,1.0,,22.073372365646858
1350,TK-101350-2255,85.02736220918364,6.917309538285895,44.52872546516953,0,0.0,0.0,37.984613679375144
1351,TK-101351-7462,63.40065564292951,7.614710141875123,33.82517182995759,1,2.0,1.0,20.472369039213778
1352,TK-101352-2658,52.89615643921928,3.3506223456678446,17.241776420385193,0,1.0,0.0,24.60792656008428
1353,TK-101353-3648,74.39432453113524,3.493542733166696,23.80254796213851,1,0.0,1.0,33.56759399588844
1354,TK-101354-4371,56.50017060685271,4.7473248939703945,33.00504299862015,1,0.0,1.0,29.896483283529943
1355,TK-101355-4429,85.50674285612455,5.5537028027405535,25.695658797723183,1,0.0,0.0,21.586255813126776
1356,TK-101356-5860,87.55263980084439,4.055779375219308,31.69260983490847,0,2.0,1.0,35.184741978331026
1357,TK-101357-8620,51.62906951550916,7.43396482196086,35.25916970946863,0,2.0,1.0,
1358,TK-101358-3932,40.76208479262887,5.7633203507332125,46.69803683227783,0,0.0,1.0,
1359,TK-101359-6086,64.42627464450217,5.071004686833331,32.67636867017769,1,1.0,3.0,27.033606339745592
1360,TK-101360-7649,88.42725092125183,2.4153628570366505,43.580334396582074,0,2.0,1.0,45.4417241079825
1361,TK-101361-9119,35.799664175424994,2.631531530430487,46.43008129629416,0,0.0,2.0,44.56052092682497
1362,TK-101362-5983,66.7224937672612,5.505816650507251,46.47447735481661,0,0.0,3.0,39.822772547889905
1363,TK-101363-3521,67.36701650693904,1.1613278729212948,37.27803674708455,1,1.0,2.0,36.81618291199531
1364,TK-101364-3702,74.98347668114607,6.8227473373593295,19.293686817288204,0,0.0,2.0,33.51097125227709
1365,TK-101365-1018,29.867576384544485,4.715323080129823,38.686598923230925,0,0.0,1.0,33.01981674175832
1366,TK-101366-3569,73.68687235115664,10.83756734527052,0.0,0,2.0,3.0,4.676642590353775
1367,TK-101367-1783,88.17743904992308,9.154249251109,34.351463156516665,1,1.0,2.0,29.480340786519932
1368,TK-101368-1414,33.47623316526815,4.67339167535447,48.95667096060199,1,1.0,2.0,34.51397423407947
1369,TK-101369-9555,37.81574936929083,4.8085933954436335,41.87866849173966,1,1.0,1.0,28.4153823403161
1370,TK-101370-2103,92.85463205312297,6.792046725203654,39.54618701722227,0,1.0,1.0,40.29494237901973
1371,TK-101371-5891,33.57327145321173,8.065710697852468,43.6910456896467,1,1.0,2.0,34.02953659388787
1372,TK-101372-6309,84.07888200271843,2.05154769661517,37.666958810087024,0,0.0,1.0,41.773465441304914
1373,TK-101373-2171,56.92083923360261,1.784524162361564,15.057516004837172,0,0.0,2.0,25.545271676244816
1374,TK-101374-9634,38.54233058023828,3.8803373500021134,31.006888388237076,0,1.0,3.0,30.248514280451573
1375,TK-101375-7408,85.30624259543835,6.048927649712956,44.57734421798283,0,0.0,3.0,40.48597877595831
1376,TK-101376-5745,53.39789412519991,5.894372462913675,28.53926927921363,0,0.0,1.0,28.727753874627325
1377,TK-101377-5561,58.611301544726764,6.925588618970931,33.212219958104484,0,1.0,1.0,34.125762974431396
1378,TK-101378-9172,46.94250270498243,2.8405444489424454,26.64130948877543,0,0.0,2.0,31.876870747781794
1379,TK-101379-7636,64.47131385761955,0.8309410466560223,49.271380761614154,0,2.0,3.0,47.68499579791288
1380,TK-101380-3589,32.2642904438767,6.544425551543862,48.45193965934412,0,,2.0,
1381,TK-101381-6722,49.33111524888206,3.5092467086625776,27.929048838874166,1,0.0,0.0,25.065747331347364
1382,TK-101382-1722,92.70592417514656,1.3667218441004518,36.17838400311267,0,0.0,,51.41703598011432
1383,TK-101383-1841,39.36000745258457,5.261114742726887,29.556047617887618,1,,2.0,23.710145071021138
1384,TK-101384-3347,69.25524984059692,6.42771623879362,39.91955711225103,1,1.0,0.0,33.43472801252109
1385,TK-101385-1645,44.389254816852116,4.780297162181701,39.07746461793863,1,1.0,2.0,33.14419255350106
1386,TK-101386-9215,78.01048442649505,4.175872904871519,41.49364457290612,1,1.0,3.0,
1387,TK-101387-4272,29.815524553876237,4.713147982137368,37.6553475816631,0,1.0,1.0,35.60599160122815
1388,TK-101388-1006,92.73657838089085,4.3329510276785905,58.48324965110774,0,2.0,0.0,49.75484263065261
1389,TK-101389-4701,54.03421560377294,2.573515198507699,26.77660987991409,0,1.0,1.0,29.60482239338409
1390,TK-101390-6630,37.703784750984795,3.713574781417223,21.315173164507886,0,,2.0,27.43365318677328
1391,TK-101391-3556,25.51225604975095,5.938303829024866,31.855278394388307,1,1.0,0.0,17.453498501782583
1392,TK-101392-3954,32.731842881565555,5.5790213744777,22.45609387551786,1,2.0,0.0,20.087919443423253
1393,TK-101393-8387,58.98304614170132,5.302507650740276,23.060301839952057,0,1.0,2.0,29.346711129839754
1394,TK-101394-7788,45.27523823234647,3.208732732663917,26.989482766416266,0,1.0,2.0,30.047314470218282
1395,TK-101395-5661,82.16625244119571,4.673294308155799,27.62248875654698,1,1.0,1.0,
1396,TK-101396-4801,52.31656427463545,1.0812829164028614,27.36305518439952,0,,0.0,27.127743552581595
1397,TK-101397-6633,38.653570444072244,5.321257994993702,39.14575160356329,0,0.0,0.0,29.18745435236842
1398,TK-101398-8413,66.28587399530225,7.571943874064422,30.950487511317313,0,1.0,0.0,31.469134525334898
1399,TK-101399-2163,73.00829126640843,2.3465621623242097,33.563883401020156,0,,1.0,39.31507086681137
1400,TK-101400-2281,32.52814309257124,3.9453301880280405,42.15386219600748,0,0.0,2.0,35.164560790787476
1401,TK-101401-9187,32.57144122162383,5.5923922016782335,28.86941980174859,0,2.0,1.0,25.140127926421993
1402,TK-101402-1302,22.750357020015723,7.255116741969471,32.88363281036222,0,1.0,,29.032034682927677
1403,TK-101403-9947,75.23015112992303,4.193195690659731,37.926079888743324,1,,0.0,38.025796245398496
1404,TK-101404-5259,69.78533957163538,3.753949407321387,19.46745759503823,0,0.0,2.0,35.751866568797176
1405,TK-101405-6763,55.59731568123604,1.4559383436510505,15.92075592839534,0,1.0,1.0,25.246421305150278
1406,TK-101406-9180,83.31278367268979,5.186188632754591,37.76893863038178,1,,3.0,28.2803589482631
1407,TK-101407-8575,80.42526147125399,8.675736872258739,38.93611424453519,1,0.0,0.0,36.484526608476045
1408,TK-101408-6978,63.901577329756414,5.499245231536417,51.513761078819286,0,0.0,2.0,46.267718718336646
1409,TK-101409-7090,85.1203460384944,4.959897837469316,0.0,0,0.0,0.0,18.617285832600672
1410,TK-101410-9154,35.43809075275762,5.579748159380574,41.55791773806476,0,0.0,2.0,40.52459572572248
1411,TK-101411-9183,28.39397145482959,4.980034392892517,33.43621885131221,1,0.0,0.0,25.693483986822006
1412,TK-101412-6680,40.231220863774226,3.5365741299317666,37.37781777268069,0,1.0,1.0,35.423193890780446
1413,TK-101413-7511,24.281514206698613,6.481903848219869,48.33805473399627,0,0.0,1.0,42.17332507774311
1414,TK-101414-4362,59.8377146000774,5.406370741601158,18.008057454994916,1,0.0,2.0,22.75702064719932
1415,TK-101415-3012,90.2454269221221,5.031703853480583,38.308930060573445,0,2.0,1.0,42.55956413936438
1416,TK-101416-2100,22.95076555013822,3.24434115089915,52.084693840618925,1,2.0,1.0,34.05554940497757
1417,TK-101417-6104,29.15824355075201,7.346314277482566,0.0,1,0.0,0.0,3.7386835427460534
1418,TK-101418-6615,53.91492712125765,6.196464941599598,48.20458370586278,0,0.0,0.0,43.36685526936898
1419,TK-101419-5502,90.04062631459287,4.004742492738856,29.96630280376446,0,1.0,1.0,39.90659555627941
1420,TK-101420-8623,43.71170787325629,6.803284736627487,0.0,1,1.0,3.0,4.319053970382045
1421,TK-101421-5587,58.04261065162943,4.104372490906627,35.2681976191087,0,2.0,,34.13745363064453
1422,TK-101422-7037,23.11796442877941,3.592393713480133,17.259271365129834,1,1.0,3.0,11.248102203196886
1423,TK-101423-2155,31.125740072156667,3.6325343885354835,25.6545773771984,1,1.0,2.0,21.335980502187724
1424,TK-101424-1996,93.99725922191352,1.8120766044414358,26.22499936492811,0,2.0,1.0,
1425,TK-101425-6209,92.38390223270342,5.848776284752771,41.57652862426022,0,1.0,0.0,34.578591835398406
1426,TK-101426-3545,20.37049857008072,1.7039392189909695,41.97722484547244,1,0.0,3.0,35.87805773465618
1427,TK-101427-4700,91.38588390674292,2.788801103721627,37.592291541652266,0,,2.0,42.46903302949148
1428,TK-101428-7765,67.93399533616252,1.26394158365864,41.59282317484565,1,0.0,2.0,
1429,TK-101429-5984,85.09387208900166,4.845074552976392,33.68680469822581,0,0.0,0.0,37.20011019680606
1430,TK-101430-1353,54.105489172539436,4.72942317151063,44.615453356316344,0,1.0,0.0,37.52439968464563
1431,TK-101431-3318,58.66970214344377,4.411946816264544,35.07030754105657,0,0.0,1.0,39.50209099150143
1432,TK-101432-9930,56.66349351926901,3.123360149592963,35.46291237941405,1,0.0,2.0,39.03741892771383
1433,TK-101433-3519,70.01481931595782,2.889979243814048,32.87525893390071,0,2.0,2.0,35.466852482234124
1434,TK-101434-6427,30.47384410672347,5.835865754383834,40.475603821091426,0,,0.0,28.242469994190678
1435,TK-101435-5603,22.248019240450848,4.0090065229247225,31.630409467096694,0,0.0,3.0,25.938300694139567
1436,TK-101436-9246,43.09474561933932,5.569444978765061,42.811451017584545,0,0.0,2.0,
1437,TK-101437-3084,72.85105720524851,3.4065523649764,25.942806874271945,0,0.0,2.0,42.1159079678826
1438,TK-101438-1899,35.139008909221126,5.325912936987948,26.208669962174447,0,0.0,1.0,28.32161941338497
1439,TK-101439-9715,70.5074324993688,7.345900467168915,40.49941404101203,0,2.0,2.0,38.355568369989754
1440,TK-101440-1462,92.74340345804528,6.05509844070701,34.2916462833359,0,0.0,1.0,42.77674375543672
1441,TK-101441-2501,27.04255368420638,4.257655127210335,31.368868670774972,0,1.0,2.0,32.531772851886956
1442,TK-101442-1715,70.44515886688447,5.462958146640669,42.120461859803676,0,0.0,3.0,
1443,TK-101443-6330,53.28126644784284,4.566802685845617,30.141908687311325,0,2.0,2.0,26.79801867175066
1444,TK-101444-8174,85.1106690783129,5.014184332450511,33.39838996559704,0,1.0,1.0,39.371077571492
1445,TK-101445-4611,33.28623420855394,4.413900106132694,46.193823600569274,0,2.0,2.0,34.147374329118094
1446,TK-101446-1211,71.94694641696233,4.704196629406296,47.3131387664852,1,1.0,2.0,40.241790676083255
1447,TK-101447-8356,82.85864672360827,5.381768035533516,47.57918568216262,0,2.0,2.0,46.384078949064
1448,TK-101448-1753,90.84606646055174,3.211954340752489,32.74299378452871,0,2.0,1.0,42.721442549788016
1449,TK-101449-4750,71.24360212172343,3.171418111418039,44.84562323987576,1,1.0,1.0,40.74705416034843
1450,TK-101450-4222,57.28810730063205,2.50062340310382,27.408377377850574,1,0.0,2.0,33.812217826003895
1451,TK-101451-1435,66.33854301509103,2.119512011893322,27.74477700222351,0,,2.0,43.763795513573044
1452,TK-101452-9970,85.16787383590386,2.808891154003137,16.19635317900511,0,0.0,1.0,
1453,TK-101453-5929,62.79573099791222,5.287032512247433,48.38294561518824,1,0.0,,48.374461995822
1454,TK-101454-2960,22.279029477262764,3.3929824721146087,28.088161207391373,0,1.0,3.0,
1455,TK-101455-5272,89.82115216302333,5.924506035615973,33.98773936202352,0,1.0,1.0,32.96936851825051
1456,TK-101456-6813,71.71450632736708,5.0624847477546115,27.717405264573728,0,1.0,,36.33822720044969
1457,TK-101457-2724,70.73850393329349,1.4566924158115033,40.561321986641126,1,0.0,2.0,44.93710205631998
1458,TK-101458-9377,36.175636429828785,6.178956051599042,31.99493071426128,0,0.0,2.0,34.56333745054228
1459,TK-101459-2494,69.4164102674493,6.459437562065078,24.561464876536405,0,0.0,3.0,28.77197850956768
1460,TK-101460-2979,49.53983042406189,3.211047185297264,38.533300513488484,1,1.0,0.0,30.341860184441767
1461,TK-101461-6428,68.8424732781119,5.756344777210985,23.530159801518174,1,1.0,2.0,23.252724639373856
1462,TK-101462-5053,27.994477273099303,3.4583031726634417,28.30075419747607,0,0.0,2.0,29.82738713871551
1463,TK-101463-9437,69.3383978452277,5.175806678147004,18.144887082991353,0,1.0,0.0,21.698070131381925
1464,TK-101464-8160,94.9560294328,2.723902867481062,23.608335102419147,1,1.0,2.0,33.566415813843086
1465,TK-101465-9575,23.615902914541703,1.7724083854377617,36.42823335776382,0,2.0,2.0,33.925236022124125
1466,TK-101466-8209,93.2880638165988,4.310929058696656,19.283711695176603,0,0.0,1.0,39.73449156195315
1467,TK-101467-1284,50.518097054215296,4.777287896705295,23.150834203026275,0,1.0,2.0,29.277485394845797
1468,TK-101468-6083,85.30650877529443,4.2841765514937125,34.98104867093753,0,0.0,2.0,39.86608730067064
1469,TK-101469-4994,78.6789113043705,2.868744995199393,30.65114483125558,0,1.0,3.0,35.411647702398405
1470,TK-101470-9491,62.52621957400009,4.280181688163953,50.93629308767447,0,1.0,1.0,48.223357155681185
1471,TK-101471-1900,75.38369069384949,5.4847305546453216,49.671172368195,1,1.0,3.0,35.47718374886763
1472,TK-101472-2459,85.88866709760109,4.919192545779433,28.056620297990772,1,,2.0,35.08601868650905
1473,TK-101473-3921,50.31052412382748,5.328501855078584,39.45710094722786,0,0.0,1.0,
1474,TK-101474-3533,44.5274871172429,3.7937926391823806,40.99426045503561,1,1.0,0.0,
1475,TK-101475-7579,70.06950391726886,7.109092246489087,30.220169135804774,0,1.0,2.0,34.64753433554569
1476,TK-101476-1805,80.58844564559439,2.8828879942013947,23.03566770801437,1,1.0,3.0,
1477,TK-101477-8595,77.17138510824618,5.877608534756093,34.90161240553554,1,,3.0,28.292203232542626
1478,TK-101478-3228,79.83602366439759,7.127403967327931,33.61723460148711,0,1.0,0.0,29.644601996209666
1479,TK-101479-2921,52.66874861096998,5.865634566948012,31.513884024235047,0,1.0,1.0,
1480,TK-101480-5972,81.33756621312662,4.635456391283306,38.53853494531588,0,1.0,,38.94155254222987
1481,TK-101481-3387,29.015679152795634,4.049065316006637,28.99416314395521,1,2.0,1.0,20.192234141195314
1482,TK-101482-2996,60.836682347063714,6.864957771883261,25.784019619366855,1,1.0,0.0,26.57475584056354
1483,TK-101483-5825,20.43189953735912,2.4386451345289886,35.87266376279865,0,0.0,2.0,
1484,TK-101484-6282,44.34393724252027,3.2537763313166415,38.087760740551005,0,1.0,0.0,33.699699690632386
1485,TK-101485-3503,47.48461511535484,4.284396022114901,25.586840448799578,0,2.0,2.0,30.276490236685028
1486,TK-101486-1104,49.712951870694155,7.227776763521597,42.42472488792865,1,0.0,2.0,29.853500710060697
1487,TK-101487-7862,72.16004050173967,5.683581744873613,20.836150897791377,0,1.0,1.0,22.845965754307734
1488,TK-101488-9630,49.14185759527593,3.2575176346815584,30.375092330274853,0,2.0,,21.565845043472684
1489,TK-101489-2521,53.6520216966898,4.441446130307173,32.935931710419126,0,1.0,2.0,38.23014330004762
1490,TK-101490-2351,37.81580981557456,3.89421834062667,0.0,0,1.0,0.0,8.478209320374077
1491,TK-101491-3698,47.993884372200505,3.7223798139796367,30.47951621159046,0,0.0,2.0,42.61037518360004
1492,TK-101492-4612,37.04522204473636,6.7620012054022025,49.96859585846491,0,1.0,1.0,34.84372344775343
1493,TK-101493-1508,25.489694282633273,2.53086236732569,28.19292728768881,0,0.0,2.0,31.61087404790312
1494,TK-101494-6310,65.25864450360334,7.895805540321872,54.52977377977531,0,2.0,3.0,41.3892947988424
1495,TK-101495-7190,70.11595989162622,6.490813442332321,38.49701423784842,1,1.0,3.0,35.02353314498794
1496,TK-101496-2274,66.46177595072109,6.963551007086656,35.73644109849594,1,,0.0,33.946411796707764
1497,TK-101497-3822,54.762053285042924,4.166708878354535,38.809922827101325,0,1.0,2.0,41.82767518396744
1498,TK-101498-1063,48.48393351344224,4.730106705657603,55.239421994015615,1,,0.0,43.00484965977345
1499,TK-101499-4921,84.75002371788689,2.4203267338555183,27.051255968548418,1,0.0,1.0,38.0063838188982
1500,TK-101500-1859,58.931133885216354,4.055607667279754,26.036656648508888,0,0.0,1.0,34.89611928378304
1501,TK-101501-2547,55.93864082222982,5.888578725757672,28.96107042742463,0,1.0,,23.777692463190107
1502,TK-101502-3076,21.92315493548268,7.332913511206513,35.25714517571649,0,1.0,3.0,18.583504871316215
1503,TK-101503-1436,45.59358707196172,3.0071177297555867,21.19383100149941,0,1.0,2.0,28.244788075838226
1504,TK-101504-7085,48.51467140893928,4.342089313426522,35.178713914548865,0,1.0,,34.359872462924336
1505,TK-101505-4657,49.91170856726754,4.72766140358146,48.548377067309374,0,2.0,1.0,37.152837096848735
1506,TK-101506-1762,63.51292769204992,2.487579436053527,36.21125912499822,0,0.0,1.0,42.95258652242393
1507,TK-101507-1735,60.02019100451589,6.064428635165121,32.658516328197784,1,1.0,3.0,27.35441962483503
1508,TK-101508-8214,65.59288195950835,3.696817402863304,30.05471641053098,1,0.0,3.0,29.165852553943118
1509,TK-101509-8584,77.36624461565961,4.648297367881357,42.18809363641252,0,,,47.98400893255377
1510,TK-101510-5094,80.97393040370702,4.18649113055862,28.39333781409562,1,0.0,2.0,32.242786571348994
1511,TK-101511-7594,73.85923071698707,3.5791906897045864,49.77116736479398,1,1.0,3.0,38.79279637420971
1512,TK-101512-5728,91.6642771966201,4.987319026135001,50.46687798171486,1,,,45.12110299216438
1513,TK-101513-4729,21.367443700727122,4.61190275857756,37.0540063892943,0,0.0,0.0,23.091950218730496
1514,TK-101514-8241,34.68334892626596,4.330655811898402,34.90787929538684,0,,2.0,29.997507387384456
1515,TK-101515-2076,20.56721562336066,3.688769080975383,43.24527846593247,0,0.0,2.0,36.69523654614747
1516,TK-101516-2830,68.56060356159523,5.5751444074093195,43.7583880178186,1,1.0,,42.75819799172259
1517,TK-101517-1673,87.35229117124902,7.976511083286113,28.552066151524677,0,1.0,0.0,31.747670547884393
1518,TK-101518-1548,38.26117224322245,5.2517970191104295,30.787558934906386,1,1.0,1.0,21.445451522058423
1519,TK-101519-1895,89.527590859723,6.793012786840032,24.421220522533638,0,1.0,1.0,37.457299996938175
1520,TK-101520-3569,24.520054271717065,2.4976005347237673,38.27251950667246,0,1.0,1.0,36.62947594248646
1521,TK-101521-1913,90.08270201041357,5.283970590728785,0.0,0,0.0,3.0,20.120414763405748
1522,TK-101522-2176,46.37170154297258,3.02473702585208,24.200594897109816,0,0.0,0.0,27.348096743573475
1523,TK-101523-8273,27.606562133691238,2.3415351304425776,31.358408761470727,0,1.0,1.0,27.02814613617179
1524,TK-101524-7696,56.440381938974426,3.6691314665737345,24.22196865934921,0,1.0,0.0,25.961773423555822
1525,TK-101525-5865,39.2582425790381,7.145418801944431,27.8096015180493,0,2.0,1.0,25.553507795933214
1526,TK-101526-5306,41.365467647144214,6.710028491605362,39.408136481810395,0,1.0,1.0,37.22198396935907
1527,TK-101527-4273,43.04674736947149,5.437408499697919,29.132143466573766,0,1.0,2.0,33.8759338182995
1528,TK-101528-7576,80.22694233744976,2.2411389921981244,32.59339235174161,0,2.0,0.0,34.21130035820227
1529,TK-101529-2522,60.43709575064408,4.6466948275017135,21.981506176421476,0,1.0,2.0,26.033619539278657
1530,TK-101530-7425,43.34807743670027,5.543060016023124,36.49592167779731,0,1.0,2.0,33.646397582900434
1531,TK-101531-8477,65.77503374831888,5.315965213241476,34.64581344124281,1,1.0,2.0,27.710227114802617
1532,TK-101532-3802,73.71130056673951,1.6811715497346578,29.1683259997347,0,1.0,1.0,38.76271068473996
1533,TK-101533-4122,40.44680005501503,3.3974278735642307,33.487885618540204,0,1.0,,31.679039892926735
1534,TK-101534-3456,51.01618261440136,4.88466002453231,36.442359044027555,0,,2.0,35.9665088097639
1535,TK-101535-2649,29.141457000271068,5.9653236371309415,28.481054808725247,1,1.0,,
1536,TK-101536-3320,33.58620121510103,1.0469699220200965,23.189899647985765,0,0.0,3.0,27.58439743839539
1537,TK-101537-2143,71.08383904737371,4.708176844136255,49.44459546149452,0,0.0,0.0,42.74170380040002
1538,TK-101538-9237,33.60787607717202,5.257487785782114,29.93381836231782,0,1.0,0.0,20.694281943096367
1539,TK-101539-4314,59.387253775029514,6.529301579329184,0.0,0,0.0,3.0,2.737757144465343
1540,TK-101540-5406,73.17846962918244,6.247143651627386,43.08671788016251,0,1.0,,37.290702270237446
1541,TK-101541-3609,28.01576923210579,6.048628373855849,63.23244150056387,0,2.0,2.0,47.87908202847139
1542,TK-101542-8591,62.548416472167766,3.5601070879365184,25.044108400889073,1,2.0,0.0,28.244623723598973
1543,TK-101543-4119,39.242208777602286,1.5655961531780465,38.59861770981208,0,1.0,2.0,
1544,TK-101544-2400,92.21951564281848,4.292505037289478,29.33958171764715,1,1.0,,34.278640534580546
1545,TK-101545-9199,56.26592350399435,6.802937285375409,30.68967756338631,0,1.0,2.0,32.24998691635604
1546,TK-101546-4597,80.44944123313687,7.508218149543977,29.23830383194568,0,1.0,0.0,26.556948432517114
1547,TK-101547-6489,61.26699066171963,6.278988384136014,25.99476025759532,0,0.0,1.0,31.19576609928214
1548,TK-101548-4511,23.255939964111437,5.772813481043122,34.66966910572271,0,1.0,3.0,25.125251859589877
1549,TK-101549-4828,67.48635316955168,5.683351367094738,23.203978503614117,0,1.0,3.0,28.270509778646307
1550,TK-101550-1565,91.35525066549927,3.9989862558305953,42.57446053209496,0,0.0,0.0,44.76065267600552
1551,TK-101551-8651,65.12088651097484,4.765891471603484,35.440023488266995,0,0.0,2.0,38.883681474067245
1552,TK-101552-3771,81.43916445700927,8.004325146487396,38.37947978321152,0,1.0,2.0,
1553,TK-101553-7777,86.31548475113058,3.3033955895746225,31.270491104430217,0,0.0,1.0,38.790841593031
1554,TK-101554-1113,37.105982896169934,7.906601823277732,0.0,1,0.0,2.0,7.01171805767273
1555,TK-101555-1531,35.903362993117,4.420349321914295,37.300511241338626,0,0.0,0.0,32.775563855648684
1556,TK-101556-4410,65.82357416382439,7.3857777963711415,25.687594940753396,0,1.0,2.0,31.854241089957142
1557,TK-101557-6839,50.82713523550285,2.467732982904431,32.136076524693316,1,1.0,1.0,28.452909999445488
1558,TK-101558-9224,82.98959771500402,6.0546275620963685,28.12309188897237,0,1.0,1.0,38.118340759998446
1559,TK-101559-9324,87.50173425485083,3.6738137552942804,27.875449515271885,0,0.0,2.0,39.85986208979185
1560,TK-101560-2726,46.50660344770386,2.4525190545364626,18.121294074994868,0,1.0,3.0,21.83077561334481
1561,TK-101561-6070,37.76529192308615,5.393361276339702,45.71461271584,0,1.0,2.0,35.227120970816394
1562,TK-101562-9217,78.53941364328963,6.817049219472744,29.50768997476985,0,1.0,0.0,22.913144097729436
1563,TK-101563-3648,40.610452666110206,3.4791054105317065,44.3070084413084,0,1.0,2.0,42.15594581906456
1564,TK-101564-3065,81.69607388852589,2.3017712711748777,43.55033857115434,0,1.0,2.0,50.10638567993699
1565,TK-101565-1933,51.780369023657215,4.8346794241970805,24.71200234786805,0,1.0,2.0,28.26646973519459
1566,TK-101566-2050,70.06624244686029,4.842616408201074,26.292710114617236,0,1.0,1.0,31.96274666530766
1567,TK-101567-7030,27.165148537600114,5.986975329598097,55.484023674845474,0,0.0,1.0,
1568,TK-101568-8116,66.78944935074298,6.709270228456079,49.007407535417144,0,1.0,2.0,38.23741318280625
1569,TK-101569-6043,53.882575905292185,4.89305267370951,34.74785189337517,1,1.0,0.0,25.851360963818635
1570,TK-101570-9929,63.99563473816056,8.339905966629674,37.05898485133879,1,1.0,2.0,32.77656280001511
1571,TK-101571-7467,32.601065580864756,5.403622540163525,29.953228776422492,0,1.0,,24.09525231388405
1572,TK-101572-4602,75.26553087081365,4.376432289187581,38.45882171360272,1,2.0,,35.32910254870274
1573,TK-101573-7878,84.70978081574214,2.09917875361491,29.26254479422023,0,2.0,2.0,34.7534002654466
1574,TK-101574-1792,36.25548500680817,4.527212863430898,18.741169885612923,0,1.0,3.0,
1575,TK-101575-6963,27.17859166401213,4.3945034982599545,24.427553707911592,1,1.0,0.0,
1576,TK-101576-2385,21.77289395347523,6.728548633306646,35.1687419828047,1,0.0,2.0,20.842275194483626
1577,TK-101577-2060,68.14786253324496,5.832470523320337,25.951462115979297,0,1.0,0.0,31.035172855159814
1578,TK-101578-8923,65.53205270665856,2.877135581061289,34.46178028069173,0,,1.0,35.5934112139113
1579,TK-101579-5138,61.00230595355525,5.310057895539868,26.402711684537095,0,1.0,1.0,27.199079712444366
1580,TK-101580-2149,37.39603220869816,6.208756109112296,28.74116861998405,0,0.0,2.0,
1581,TK-101581-8693,49.3179496929136,7.750456446898099,41.82532245130553,1,0.0,1.0,35.02652260495092
1582,TK-101582-8492,64.58572513896297,6.597507141345307,36.979844381120834,1,0.0,1.0,29.999870908080233
1583,TK-101583-7327,57.2575144144377,6.36952397776066,34.922684629493226,0,0.0,2.0,36.05543991705119
1584,TK-101584-4353,94.08391401611655,5.108154790307294,42.03171178456521,0,0.0,2.0,49.20920975703481
1585,TK-101585-6969,30.232981441754987,5.698961609762209,38.84486874677878,0,1.0,2.0,34.04717736031901
1586,TK-101586-5628,72.13584155356953,7.249108821271086,46.57250633001094,0,,2.0,44.429724041454904
1587,TK-101587-4448,50.32390760782191,2.6010006845366305,31.32112590147888,0,1.0,3.0,28.5626382765274
1588,TK-101588-6327,52.11497111942111,4.371009211009479,31.56292017177993,1,2.0,2.0,25.51231918081723
1589,TK-101589-6049,73.81983242436323,3.609376252238767,24.591125868869238,1,0.0,2.0,33.239869210716066
1590,TK-101590-1068,71.93271134932772,5.682475613707023,31.56815426102064,0,2.0,2.0,30.274985114035093
1591,TK-101591-4508,94.34419952766412,7.214399916171418,42.71815915441957,1,1.0,0.0,27.555612100020777
1592,TK-101592-1300,29.62957170905939,3.925446283902067,45.39989897809707,1,1.0,0.0,31.402411217374606
1593,TK-101593-7797,27.808223703812473,0.6974521385550112,42.682441344693345,0,0.0,3.0,38.85568496326016
1594,TK-101594-3600,74.32541128465559,4.258002658955954,20.64646506760451,0,,2.0,26.535729321047825
1595,TK-101595-3153,63.37901877548068,6.644252717631332,43.665161701285875,0,1.0,,32.42176694000635
1596,TK-101596-5905,40.56204999198544,5.967733825309783,20.291851013823432,1,0.0,2.0,23.657869248804122
1597,TK-101597-5018,25.956452674173995,5.770735246059037,42.18493859297878,0,0.0,,39.6214818213539
1598,TK-101598-4082,26.42436871973229,4.496012056625936,32.057723787431556,0,0.0,,31.055301107714268
1599,TK-101599-8074,87.06431559980886,2.6977446748043845,40.620266511470845,1,1.0,2.0,41.09142095582189
1600,TK-101600-2239,34.39004935390572,5.9275297789240415,24.340413216843473,1,0.0,2.0,22.415711094943575
1601,TK-101601-1459,44.25286715866406,3.4982927419376755,44.36934106164917,0,1.0,2.0,44.295331639585925
1602,TK-101602-8982,36.9992301670241,8.931374120084822,23.28020203116089,0,,,20.808431065727437
1603,TK-101603-3626,46.6247229373953,6.026912975038129,29.65236071317458,0,1.0,3.0,21.571376930980662
1604,TK-101604-4763,25.206788205957004,3.9548330554028883,27.01524297784772,1,0.0,1.0,22.201575281858947
