,ID del ticket,Carga del servidor,Experiencia,Tiempo de diagnóstico,Cliente premium,Prioridad,Canal de entrada,Tiempo de resolución
901,TK-100901-6863,21.99,6,32,sí,medio,chat,20.8
902,TK-100902-1379,33.61,6,56,no,medio,,41.6
903,TK-100903-6502,63.73,7,37,sí,alto,web,34.1
904,TK-100904-4182,51.61,6,32,no,medio,chat,31.1
905,TK-100905-4747,86.95,5,17,no,,teléfono,25.5
906,TK-100906-6196,81.31,3,46,no,medio,chat,42.3
907,TK-100907-6132,45.64,4,24,no,medio,chat,29.8
908,TK-100908-7040,39.46,7,27,no,bajo,web,29.3
909,TK-100909-5120,48.48,8,32,no,bajo,chat,36.4
910,TK-100910-9737,64.27,5,46,no,medio,chat,41.1
911,TK-100911-6259,40.1,5,41,no,bajo,web,
912,TK-100912-9466,66.81,3,34,no,bajo,chat,39.8
913,TK-100913-3922,50.71,7,37,no,bajo,web,39.9
914,TK-100914-4387,61.4,6,30,sí,alto,teléfono,20.9
915,TK-100915-6442,52.71,8,36,no,bajo,web,34.0
916,TK-100916-6552,42.08,3,36,no,bajo,web,38.9
917,TK-100917-5013,91.13,4,43,sí,bajo,correo,41.8
918,TK-100918-6367,77.27,5,0,no,medio,web,18.1
919,TK-100919-9302,30.51,6,39,no,medio,teléfono,26.6
920,TK-100920-7959,85.14,5,32,no,bajo,correo,40.7
921,TK-100921-7290,56.56,3,41,no,medio,web,37.5
922,TK-100922-1551,87.09,7,34,sí,medio,web,35.5
923,TK-100923-1133,79.99,6,26,no,medio,teléfono,25.7
924,TK-100924-7607,51.89,3,32,no,medio,chat,36.9
925,TK-100925-7599,21.69,7,36,no,medio,teléfono,16.5
926,TK-100926-6124,40.15,7,42,no,bajo,teléfono,28.8
927,TK-100927-2060,60.62,5,34,sí,medio,correo,28.7
928,TK-100928-8384,67.51,5,25,no,alto,web,34.6
929,TK-100929-3186,39.34,6,0,sí,medio,correo,4.2
930,TK-100930-3665,30.45,3,36,sí,medio,chat,26.4
931,TK-100931-4170,82.62,5,36,sí,alto,teléfono,35.5
932,TK-100932-3646,93.83,1,42,sí,medio,correo,39.0
933,TK-100933-1595,59.43,7,43,sí,bajo,correo,26.4
934,TK-100934-5106,32.88,2,30,no,medio,correo,29.2
935,TK-100935-6817,40.42,8,30,no,,teléfono,19.6
936,TK-100936-4421,21.38,4,27,sí,,,12.7
937,TK-100937-3278,88.57,5,41,sí,medio,teléfono,37.9
938,TK-100938-2164,28.83,4,47,no,bajo,web,40.9
939,TK-100939-1617,63.24,4,32,no,medio,correo,30.2
940,TK-100940-1450,40.55,8,33,sí,alto,,17.6
941,TK-100941-8372,61.56,1,47,no,bajo,web,52.8
942,TK-100942-2892,68.86,7,39,no,alto,chat,35.6
943,TK-100943-6528,82.23,6,38,sí,medio,web,37.4
944,TK-100944-3454,35.48,3,25,no,medio,web,34.5
945,TK-100945-4808,20.82,3,40,no,medio,correo,27.1
946,TK-100946-2757,30.27,8,28,sí,medio,chat,13.4
947,TK-100947-1222,87.5,3,26,no,medio,,30.5
948,TK-100948-7953,85.54,3,32,no,alto,web,39.5
949,TK-100949-8036,64.81,7,30,sí,medio,web,29.1
950,TK-100950-3365,65.04,6,33,sí,,correo,
951,TK-100951-2609,69.88,3,23,sí,bajo,web,33.1
952,TK-100952-8221,33.15,5,43,no,,correo,29.2
953,TK-100953-2223,88.58,3,44,sí,medio,correo,
954,TK-100954-2907,51.41,7,19,no,bajo,correo,21.3
955,TK-100955-6810,48.74,7,43,sí,medio,web,35.9
956,TK-100956-7448,58.92,6,29,no,medio,web,
957,TK-100957-8966,23.52,6,42,no,alto,web,31.8
958,TK-100958-5937,32.47,8,34,no,bajo,web,30.7
959,TK-100959-6748,75.35,5,35,no,bajo,correo,38.3
960,TK-100960-2231,26.21,3,34,no,bajo,chat,34.1
961,TK-100961-1737,65.24,6,45,no,alto,web,43.3
962,TK-100962-5436,38.4,9,25,no,medio,web,22.8
963,TK-100963-3979,49.2,3,0,no,bajo,web,
964,TK-100964-1529,41.65,4,44,no,alto,chat,
965,TK-100965-8141,46.68,6,41,sí,alto,web,34.7
966,TK-100966-5418,73.93,5,54,sí,alto,chat,39.9
967,TK-100967-2986,42.28,3,31,no,,web,40.1
968,TK-100968-1346,62.48,7,43,no,medio,web,38.2
969,TK-100969-6825,55.7,9,34,no,medio,web,
970,TK-100970-2215,69.78,5,45,sí,medio,correo,35.7
971,TK-100971-9045,90.26,3,0,sí,bajo,correo,16.7
972,TK-100972-6798,74.94,2,32,no,bajo,correo,40.9
973,TK-100973-1244,36.12,5,45,sí,alto,web,
974,TK-100974-8058,22.34,7,31,sí,bajo,web,21.9
975,TK-100975-1132,39.67,6,24,no,medio,web,19.5
976,TK-100976-2370,64.63,5,31,no,medio,correo,29.3
977,TK-100977-2087,23.86,4,40,no,medio,web,
978,TK-100978-5002,57.23,3,46,no,medio,teléfono,33.8
979,TK-100979-9310,64.76,7,36,sí,medio,,34.4
980,TK-100980-3903,45.07,7,46,no,medio,web,39.5
981,TK-100981-7822,77.82,2,24,sí,medio,correo,30.4
982,TK-100982-1894,27.99,8,31,no,medio,web,22.0
983,TK-100983-2265,25.64,6,33,no,medio,correo,23.2
984,TK-100984-7423,74.61,8,34,sí,medio,web,31.6
985,TK-100985-1362,57.16,3,36,no,medio,web,35.3
986,TK-100986-8164,71.63,3,41,no,medio,chat,47.1
987,TK-100987-9505,52.61,5,31,no,bajo,web,37.7
988,TK-100988-6632,38.48,6,36,no,medio,correo,27.0
989,TK-100989-2706,81.43,8,35,sí,bajo,chat,32.9
990,TK-100990-8334,79.96,6,28,sí,alto,web,29.2
991,TK-100991-7913,72.1,5,34,sí,alto,,25.1
992,TK-100992-3393,40.41,3,34,sí,bajo,web,31.9
993,TK-100993-9126,64.27,7,34,sí,bajo,correo,25.9
994,TK-100994-4694,47.07,3,35,no,medio,teléfono,27.4
995,TK-100995-1989,26.87,8,36,sí,alto,chat,19.1
996,TK-100996-4680,88.8,4,32,no,medio,teléfono,39.8
997,TK-100997-7410,30.26,8,45,sí,medio,correo,27.3
998,TK-100998-4397,91.27,6,26,sí,medio,correo,25.9
999,TK-100999-4997,53.45,5,29,sí,bajo,web,
1000,TK-101000-1910,33.88,4,57,no,medio,,43.4
1001,TK-101001-7586,60.64,4,27,no,bajo,web,37.1
1002,TK-101002-6981,85.47,6,24,no,medio,correo,29.9
1003,TK-101003-3123,74.92,5,41,no,bajo,teléfono,36.4
1004,TK-101004-2851,80.49,4,18,no,medio,chat,32.5
1005,TK-101005-7456,69.41,5,33,no,alto,correo,32.2
1006,TK-101006-2615,71.92,5,52,sí,,chat,45.2
1007,TK-101007-5026,83.69,1,23,no,medio,web,40.0
1008,TK-101008-7869,38.73,6,19,no,bajo,web,27.7
1009,TK-101009-3446,56.71,3,23,no,medio,correo,25.4
1010,TK-101010-4312,36.59,3,42,sí,bajo,correo,36.7
1011,TK-101011-9014,94.08,2,44,no,medio,teléfono,45.9
1012,TK-101012-7857,90.8,2,31,sí,bajo,teléfono,42.4
1013,TK-101013-6019,22.96,3,40,sí,bajo,web,31.7
1014,TK-101014-4216,72.92,4,46,no,bajo,,47.7
1015,TK-101015-6475,89.39,9,49,no,medio,web,45.6
1016,TK-101016-4669,33.54,4,33,no,medio,web,29.4
1017,TK-101017-3524,62.6,5,17,no,medio,web,24.6
1018,TK-101018-8498,88.66,6,28,sí,bajo,teléfono,28.8
1019,TK-101019-2961,22.55,5,32,sí,medio,correo,20.9
1020,TK-101020-7303,72.31,5,0,no,medio,web,20.8
1021,TK-101021-5625,42.3,3,33,no,medio,,28.9
1022,TK-101022-9292,89.33,8,44,no,,web,41.0
1023,TK-101023-4448,92.83,8,45,sí,medio,chat,45.1
1024,TK-101024-4244,90.82,2,34,no,bajo,correo,47.7
1025,TK-101025-7047,55.57,3,44,no,medio,web,
1026,TK-101026-5674,84.65,4,38,sí,alto,chat,35.8
1027,TK-101027-2214,83.34,3,36,no,medio,web,43.0
1028,TK-101028-8606,43.93,6,42,no,,,30.4
1029,TK-101029-4626,82.17,4,36,no,medio,correo,34.9
1030,TK-101030-9981,22.78,9,51,no,medio,web,33.0
1031,TK-101031-8875,64.72,7,23,sí,medio,teléfono,14.0
1032,TK-101032-7268,37.25,5,31,no,medio,web,
1033,TK-101033-7812,29.04,7,34,sí,medio,chat,24.6
1034,TK-101034-6479,25.77,7,0,sí,medio,web,3.3
1035,TK-101035-9694,72.22,4,45,no,medio,web,49.8
1036,TK-101036-1172,45.49,4,35,no,medio,teléfono,25.9
1037,TK-101037-1886,74.36,5,24,no,bajo,web,29.8
1038,TK-101038-7263,24.9,7,42,no,medio,correo,28.3
1039,TK-101039-5368,43.65,5,41,no,medio,chat,
1040,TK-101040-8056,60.46,2,19,sí,alto,teléfono,25.0
1041,TK-101041-5953,79.3,4,35,sí,medio,web,36.4
1042,TK-101042-1260,43.91,5,22,no,bajo,teléfono,26.1
1043,TK-101043-4352,66.94,5,30,sí,bajo,chat,31.4
1044,TK-101044-2352,86.45,9,28,sí,medio,web,28.6
1045,TK-101045-6243,66.19,3,41,no,bajo,correo,44.4
1046,TK-101046-4006,37.47,6,36,sí,alto,web,27.9
1047,TK-101047-1822,21.83,8,25,no,bajo,chat,16.1
1048,TK-101048-1531,85.26,9,42,no,alto,teléfono,36.5
1049,TK-101049-3820,21.6,4,24,no,medio,chat,26.3
1050,TK-101050-1166,85.6,6,38,no,alto,chat,35.7
1051,TK-101051-5926,59.67,6,28,no,bajo,web,34.4
1052,TK-101052-2055,90.43,5,32,sí,,web,37.5
1053,TK-101053-2254,79.91,5,39,sí,bajo,,
1054,TK-101054-5286,94.85,6,39,no,bajo,web,44.0
1055,TK-101055-9009,46.3,0,46,sí,medio,teléfono,33.9
1056,TK-101056-5007,77.54,6,34,sí,medio,,32.3
1057,TK-101057-8758,50.14,5,37,no,bajo,web,40.9
1058,TK-101058-8889,55.99,5,31,no,,correo,29.5
1059,TK-101059-5744,67.06,9,36,no,,chat,33.1
1060,TK-101060-9297,85.53,4,39,sí,medio,,42.9
1061,TK-101061-5287,93.81,4,34,no,bajo,web,36.0
1062,TK-101062-2002,77.62,9,21,no,medio,,26.4
1063,TK-101063-1084,51.33,4,38,sí,bajo,correo,27.0
1064,TK-101064-3995,51.6,4,38,sí,alto,,29.2
1065,TK-101065-6156,75.32,5,30,no,medio,web,32.8
1066,TK-101066-8194,37.91,7,25,no,alto,chat,17.2
1067,TK-101067-6783,28.29,5,47,no,bajo,correo,37.9
1068,TK-101068-6695,46.6,3,39,sí,medio,web,33.7
1069,TK-101069-1153,41.54,4,33,no,medio,web,33.9
1070,TK-101070-7414,42.22,4,26,no,alto,,
1071,TK-101071-7684,37.52,5,28,sí,medio,web,26.5
1072,TK-101072-3019,23.16,6,45,sí,alto,web,
1073,TK-101073-1570,21.34,6,36,sí,bajo,correo,19.4
1074,TK-101074-8922,94.08,2,31,no,medio,teléfono,41.1
1075,TK-101075-9340,52.08,7,39,no,medio,correo,29.1
1076,TK-101076-7153,48.82,5,28,no,bajo,web,27.2
1077,TK-101077-3691,70.97,7,47,no,medio,teléfono,34.9
1078,TK-101078-8669,36.37,6,46,no,alto,,35.3
1079,TK-101079-6507,91.25,7,31,no,alto,chat,36.3
1080,TK-101080-5869,78.98,6,30,sí,medio,chat,29.6
1081,TK-101081-6849,26.71,7,14,sí,alto,chat,7.6
1082,TK-101082-6967,51.32,6,23,no,medio,teléfono,
1083,TK-101083-4655,85.93,5,24,sí,,web,37.8
1084,TK-101084-7671,90.85,9,36,no,,web,40.4
1085,TK-101085-6669,55.06,7,32,sí,medio,,28.1
1086,TK-101086-3492,66.01,6,24,sí,bajo,correo,
1087,TK-101087-7512,32.53,3,33,no,bajo,correo,31.3
1088,TK-101088-9774,94.34,3,39,no,medio,chat,45.0
1089,TK-101089-5350,37.38,6,39,no,alto,teléfono,25.6
1090,TK-101090-7599,90.7,5,20,no,medio,,32.7
1091,TK-101091-5656,68.72,4,34,sí,alto,web,32.8
1092,TK-101092-9511,65.58,5,24,sí,alto,web,27.3
1093,TK-101093-5315,58.45,8,42,no,,teléfono,33.0
1094,TK-101094-5794,37.3,6,41,sí,medio,correo,28.6
1095,TK-101095-2437,33.24,3,0,sí,medio,chat,9.2
1096,TK-101096-1031,36.54,5,29,no,alto,,21.4
1097,TK-101097-1714,33.98,4,31,sí,alto,web,19.6
1098,TK-101098-8955,78.47,4,17,no,medio,web,33.0
1099,TK-101099-1408,46.26,4,38,no,medio,correo,33.0
1100,TK-101100-8346,24.34,4,33,no,medio,,31.0
1101,TK-101101-9038,92.68,3,43,no,bajo,web,42.2
1102,TK-101102-8740,86.28,5,26,sí,bajo,chat,39.5
1103,TK-101103-8664,89.58,4,30,no,medio,web,
1104,TK-101104-6031,94.62,0,23,sí,alto,web,39.2
1105,TK-101105-2127,33.04,9,27,sí,alto,chat,12.2
1106,TK-101106-6436,49.72,7,26,no,medio,web,28.5
1107,TK-101107-9898,76.87,4,43,sí,medio,,
1108,TK-101108-1782,72.2,5,29,no,alto,web,
1109,TK-101109-6300,31.54,3,36,no,medio,chat,38.2
1110,TK-101110-3179,81.19,8,32,no,medio,chat,32.5
1111,TK-101111-7806,36.83,8,25,no,medio,chat,21.3
1112,TK-101112-2178,36.79,5,34,sí,medio,web,29.9
1113,TK-101113-3406,60.27,7,40,no,medio,web,38.0
1114,TK-101114-3807,64.47,5,25,sí,medio,correo,24.1
1115,TK-101115-3764,63.51,3,41,no,alto,web,42.2
1116,TK-101116-3724,26.86,4,28,sí,bajo,teléfono,27.4
1117,TK-101117-3535,85.81,5,31,sí,medio,correo,30.6
1118,TK-101118-9404,39.92,4,39,no,,web,36.4
1119,TK-101119-5861,29.71,5,30,no,bajo,teléfono,27.8
1120,TK-101120-7300,86.66,5,35,no,alto,chat,41.0
1121,TK-101121-8856,91.67,5,32,no,bajo,chat,44.6
1122,TK-101122-4146,84.66,5,36,no,medio,web,42.9
1123,TK-101123-7578,80.71,3,16,no,alto,web,26.2
1124,TK-101124-2201,69.14,4,20,no,bajo,web,38.1
1125,TK-101125-3889,61.31,3,40,sí,alto,web,32.8
1126,TK-101126-1644,26.52,7,43,no,medio,web,33.4
1127,TK-101127-6951,50.63,1,28,no,bajo,,33.1
1128,TK-101128-5222,47.95,7,33,sí,alto,web,24.6
1129,TK-101129-5320,39.48,7,37,sí,bajo,web,30.1
1130,TK-101130-4088,74.26,4,41,sí,,web,39.8
1131,TK-101131-9688,57.19,0,19,no,bajo,web,35.5
1132,TK-101132-9664,26.08,4,28,no,bajo,web,33.7
1133,TK-101133-4382,36.51,5,32,sí,alto,correo,22.4
1134,TK-101134-8925,71.24,3,41,no,medio,correo,38.6
1135,TK-101135-2160,25.71,4,55,no,bajo,web,46.9
1136,TK-101136-5312,83.84,8,33,sí,medio,web,36.1
1137,TK-101137-9387,57.14,6,0,sí,medio,teléfono,2.2
1138,TK-101138-3248,56.04,3,38,sí,alto,web,35.4
1139,TK-101139-5461,64.43,2,46,no,,,48.2
1140,TK-101140-3766,81.85,4,36,no,alto,chat,36.8
1141,TK-101141-2551,46.09,5,28,no,medio,correo,30.1
1142,TK-101142-3447,70.85,6,43,no,medio,correo,36.7
1143,TK-101143-6644,62.43,4,40,no,alto,chat,37.4
1144,TK-101144-5309,40.03,6,27,sí,bajo,correo,20.8
1145,TK-101145-8496,85.9,8,38,no,,chat,38.8
1146,TK-101146-9310,79.81,6,43,sí,,chat,34.0
1147,TK-101147-4496,69.38,5,44,no,bajo,,40.7
1148,TK-101148-2716,83.79,5,34,sí,bajo,chat,42.2
1149,TK-101149-5937,85.05,4,32,no,medio,web,37.2
1150,TK-101150-3914,73.13,7,45,sí,medio,web,34.8
1151,TK-101151-2672,82.78,4,25,no,medio,chat,28.2
1152,TK-101152-2455,72.31,5,39,sí,medio,chat,33.2
1153,TK-101153-7545,71.01,5,24,no,bajo,teléfono,24.4
1154,TK-101154-8026,66.4,4,44,sí,medio,web,
1155,TK-101155-4978,76.45,3,33,no,medio,correo,39.9
1156,TK-101156-3471,31.9,6,45,no,bajo,correo,31.8
1157,TK-101157-9309,86.07,5,39,sí,alto,web,44.3
1158,TK-101158-1367,85.39,6,25,no,medio,chat,35.6
1159,TK-101159-4176,22.19,4,46,no,alto,web,33.7
1160,TK-101160-4374,81.94,7,47,no,bajo,web,38.7
1161,TK-101161-7773,29.67,3,42,no,medio,web,43.2
1162,TK-101162-4812,45.13,8,29,sí,medio,web,18.7
1163,TK-101163-7291,75.76,2,33,no,alto,teléfono,
1164,TK-101164-6985,32.06,6,36,sí,medio,web,30.3
1165,TK-101165-3197,81.35,6,29,sí,alto,,36.1
1166,TK-101166-5911,82.41,4,49,no,medio,web,53.4
1167,TK-101167-1900,58.06,6,36,no,medio,correo,33.1
1168,TK-101168-1192,20.48,7,13,sí,alto,teléfono,5.1
1169,TK-101169-3770,41.53,1,38,sí,medio,,38.1
1170,TK-101170-6180,66.27,6,32,no,medio,correo,32.8
1171,TK-101171-1950,93.59,1,34,sí,bajo,,45.0
1172,TK-101172-7679,67.39,3,32,no,alto,correo,
1173,TK-101173-4606,39.49,8,41,no,medio,correo,28.2
1174,TK-101174-6038,67.55,4,44,sí,medio,chat,36.3
1175,TK-101175-1257,60.5,3,37,no,bajo,chat,39.6
1176,TK-101176-2221,78.49,5,32,no,medio,,33.2
1177,TK-101177-1650,28.02,9,35,no,medio,teléfono,19.9
1178,TK-101178-3425,77.08,2,35,no,medio,web,40.2
1179,TK-101179-4159,60.59,3,29,no,medio,web,31.6
1180,TK-101180-1397,92.22,8,40,no,bajo,web,
1181,TK-101181-6301,45.64,8,39,no,medio,chat,34.2
1182,TK-101182-6402,67.45,5,47,sí,medio,correo,39.6
1183,TK-101183-8700,89.9,3,0,no,bajo,,22.1
1184,TK-101184-1560,27.69,9,30,no,medio,web,
1185,TK-101185-9381,90.29,8,42,no,medio,chat,43.0
1186,TK-101186-9396,71.59,6,27,sí,alto,web,
1187,TK-101187-6099,25.09,4,41,no,bajo,web,35.9
1188,TK-101188-4371,42.57,5,31,sí,bajo,chat,29.4
1189,TK-101189-4041,73.11,5,27,no,medio,teléfono,25.8
1190,TK-101190-7844,25.05,6,37,no,medio,,30.6
1191,TK-101191-6398,63.66,8,14,no,bajo,correo,15.8
1192,TK-101192-1712,45.94,7,21,no,alto,chat,
1193,TK-101193-4456,66.57,3,34,no,medio,chat,38.2
1194,TK-101194-7947,23.43,7,36,sí,medio,web,18.6
1195,TK-101195-5406,85.37,6,32,no,medio,web,
1196,TK-101196-8649,93.01,6,22,sí,alto,web,28.0
1197,TK-101197-4877,92.67,8,28,no,bajo,correo,34.8
1198,TK-101198-4522,76.22,3,38,sí,bajo,teléfono,36.8
1199,TK-101199-6651,29.76,5,40,no,bajo,web,39.3
1200,TK-101200-5112,76.87,4,35,no,medio,chat,39.0
1201,TK-101201-5565,21.84,2,44,no,alto,teléfono,28.9
1202,TK-101202-5906,21.66,6,0,no,medio,teléfono,4.0
1203,TK-101203-6423,44.27,10,29,no,,chat,26.6
1204,TK-101204-9746,56.65,2,33,sí,bajo,correo,32.8
1205,TK-101205-5977,77.78,5,24,no,medio,web,33.3
1206,TK-101206-3678,71.25,6,34,no,bajo,teléfono,30.6
1207,TK-101207-9775,53.44,5,44,sí,alto,chat,30.5
1208,TK-101208-5941,40.52,5,40,sí,bajo,,30.1
1209,TK-101209-8329,94.78,3,46,sí,bajo,chat,53.5
1210,TK-101210-1841,51.96,5,33,sí,bajo,web,27.5
1211,TK-101211-5038,53.85,4,46,no,alto,web,38.4
1212,TK-101212-2804,32.27,1,33,sí,medio,web,29.3
1213,TK-101213-9921,79.61,7,47,no,alto,chat,
1214,TK-101214-5349,72.03,7,35,sí,medio,correo,27.7
1215,TK-101215-5946,36.56,5,41,sí,bajo,web,37.1
1216,TK-101216-8118,26.18,5,47,no,medio,chat,32.4
1217,TK-101217-7657,71.04,7,33,no,medio,teléfono,
1218,TK-101218-2572,69.09,5,37,sí,medio,chat,
1219,TK-101219-7240,40.49,7,45,no,medio,web,42.7
1220,TK-101220-5966,91.31,4,34,sí,bajo,web,36.7
1221,TK-101221-1256,31.33,7,24,sí,bajo,correo,17.7
1222,TK-101222-1127,52.43,6,52,sí,medio,chat,40.3
1223,TK-101223-7867,90.77,5,31,no,medio,teléfono,34.8
1224,TK-101224-8854,51.48,3,36,no,alto,teléfono,29.9
1225,TK-101225-3205,67.89,6,44,no,medio,chat,40.0
1226,TK-101226-9513,49.82,4,30,no,alto,web,31.5
1227,TK-101227-5379,40.57,4,27,no,medio,teléfono,23.6
1228,TK-101228-9067,93.8,4,37,no,bajo,web,49.9
1229,TK-101229-7277,50.7,3,21,no,alto,web,33.4
1230,TK-101230-5324,87.06,9,33,sí,medio,web,29.9
1231,TK-101231-9310,37.25,7,37,sí,medio,chat,21.0
1232,TK-101232-8081,35.98,8,33,no,medio,chat,
1233,TK-101233-3371,22.34,3,0,no,medio,web,20.4
1234,TK-101234-6016,68.88,5,48,no,medio,web,42.1
1235,TK-101235-7302,47.64,3,36,no,alto,web,40.0
1236,TK-101236-7382,84.83,4,46,no,medio,,
1237,TK-101237-7539,55.49,3,33,no,,teléfono,28.9
1238,TK-101238-7452,92.61,7,28,sí,medio,chat,32.1
1239,TK-101239-7392,33.91,4,37,no,bajo,chat,38.8
1240,TK-101240-5796,85.15,7,33,no,medio,,36.2
1241,TK-101241-3441,78.24,6,26,no,bajo,web,34.2
1242,TK-101242-2017,77.82,9,47,no,medio,correo,35.0
1243,TK-101243-5501,83.36,2,30,sí,alto,web,
1244,TK-101244-4047,77.08,7,20,no,medio,web,26.4
1245,TK-101245-6794,66.97,7,46,no,bajo,web,39.0
1246,TK-101246-5250,29.84,3,31,no,medio,teléfono,25.1
1247,TK-101247-6947,22.44,7,30,no,alto,correo,16.1
1248,TK-101248-9385,89.06,6,21,sí,medio,web,
1249,TK-101249-8391,66.25,5,49,sí,alto,,31.2
1250,TK-101250-3446,79.74,4,25,sí,medio,web,33.2
1251,TK-101251-8123,56.11,4,35,no,bajo,chat,40.2
1252,TK-101252-2399,28.8,9,42,no,bajo,teléfono,20.5
1253,TK-101253-7295,29.39,5,38,no,medio,web,
1254,TK-101254-4687,71.42,6,35,sí,,teléfono,30.8
1255,TK-101255-8864,52.27,4,21,sí,alto,correo,15.8
1256,TK-101256-7127,35.04,4,29,no,medio,web,34.7
1257,TK-101257-1552,56.87,7,37,no,medio,web,35.2
1258,TK-101258-6543,24.82,3,29,no,bajo,chat,27.6
1259,TK-101259-9921,63.65,4,37,no,medio,web,38.3
1260,TK-101260-3560,40.17,5,40,no,bajo,correo,35.1
1261,TK-101261-6108,79.82,5,43,sí,medio,chat,
1262,TK-101262-5266,43.28,5,25,no,,web,31.6
1263,TK-101263-5945,54.14,6,53,sí,bajo,web,39.5
1264,TK-101264-9985,20.87,6,41,no,bajo,chat,31.9
1265,TK-101265-6684,25.43,6,35,no,,web,26.0
1266,TK-101266-9316,49.44,3,44,no,medio,teléfono,35.2
1267,TK-101267-9366,56.0,4,54,sí,bajo,teléfono,
1268,TK-101268-3551,65.0,7,23,sí,,chat,18.8
1269,TK-101269-4848,41.87,7,33,no,medio,chat,
1270,TK-101270-4456,72.12,3,16,sí,medio,chat,29.0
1271,TK-101271-3758,84.51,6,37,sí,,,33.4
1272,TK-101272-4755,78.49,1,38,no,medio,chat,
1273,TK-101273-4642,22.97,5,35,no,bajo,chat,28.7
1274,TK-101274-9119,56.04,8,30,no,,chat,28.5
1275,TK-101275-2660,27.87,3,19,sí,medio,chat,18.7
1276,TK-101276-9229,38.15,3,38,no,bajo,web,44.5
1277,TK-101277-6586,94.0,6,47,sí,medio,teléfono,39.1
1278,TK-101278-4576,30.69,2,30,no,medio,web,32.1
1279,TK-101279-7458,57.42,4,39,no,,web,40.0
1280,TK-101280-7125,66.36,6,22,no,alto,,27.4
1281,TK-101281-3923,72.68,4,39,no,bajo,chat,41.8
1282,TK-101282-3708,61.97,5,32,sí,,web,33.8
1283,TK-101283-5171,20.73,6,29,sí,alto,teléfono,15.9
1284,TK-101284-9422,44.48,6,29,no,bajo,correo,24.6
1285,TK-101285-3750,58.83,5,32,sí,,web,28.0
1286,TK-101286-8476,26.59,4,38,no,bajo,correo,24.9
1287,TK-101287-8931,46.3,6,25,sí,,,21.5
1288,TK-101288-3804,22.49,5,32,no,bajo,,25.0
1289,TK-101289-6444,25.89,6,35,no,alto,web,20.3
1290,TK-101290-1841,49.77,4,26,sí,,web,26.1
1291,TK-101291-6575,29.95,5,49,no,medio,teléfono,40.9
1292,TK-101292-8510,62.57,3,28,sí,medio,web,31.4
1293,TK-101293-7405,71.71,5,30,sí,alto,web,32.3
1294,TK-101294-4534,80.04,4,27,no,medio,web,37.4
1295,TK-101295-8857,35.01,3,49,no,medio,,36.1
1296,TK-101296-1607,32.56,5,39,no,medio,web,35.7
1297,TK-101297-8394,27.84,5,28,no,bajo,correo,22.8
1298,TK-101298-5618,67.73,6,44,sí,alto,chat,34.4
1299,TK-101299-4960,72.99,4,37,no,medio,chat,39.7
1300,TK-101300-5257,22.37,6,37,no,,,27.5
1301,TK-101301-6612,90.22,6,32,sí,medio,correo,34.3
1302,TK-101302-1201,23.9,6,29,no,medio,web,24.8
1303,TK-101303-7559,60.6,4,38,no,bajo,web,39.2
1304,TK-101304-6131,73.18,5,31,sí,medio,web,33.8
1305,TK-101305-2364,85.32,6,50,sí,alto,web,39.6
1306,TK-101306-1751,73.56,5,25,sí,bajo,correo,27.5
1307,TK-101307-8545,80.13,1,47,no,alto,chat,47.4
1308,TK-101308-6344,45.46,5,34,no,medio,,34.4
1309,TK-101309-2205,81.11,9,37,sí,bajo,web,36.3
1310,TK-101310-4887,26.01,4,42,sí,medio,teléfono,25.3
1311,TK-101311-2330,87.11,4,30,no,alto,web,40.2
1312,TK-101312-9622,61.07,6,42,no,medio,teléfono,37.9
1313,TK-101313-8519,81.3,6,13,no,medio,web,29.0
1314,TK-101314-5683,53.92,7,29,no,medio,chat,27.7
1315,TK-101315-3274,68.27,3,28,no,medio,chat,30.8
1316,TK-101316-8523,59.48,6,25,no,bajo,web,27.7
1317,TK-101317-4365,74.87,6,33,no,bajo,chat,
1318,TK-101318-2263,26.12,5,38,no,bajo,,
1319,TK-101319-5236,24.53,6,41,sí,,correo,26.0
1320,TK-101320-5299,38.53,7,37,sí,bajo,teléfono,24.2
1321,TK-101321-4733,31.97,7,30,no,medio,teléfono,22.3
1322,TK-101322-2665,85.38,3,38,sí,medio,,39.5
1323,TK-101323-1860,36.44,6,36,sí,bajo,chat,29.0
1324,TK-101324-1844,93.19,5,42,no,bajo,correo,44.5
1325,TK-101325-1136,45.27,5,41,sí,bajo,chat,27.7
1326,TK-101326-6747,33.66,5,35,sí,medio,chat,23.5
1327,TK-101327-7494,79.23,5,28,no,bajo,web,37.5
1328,TK-101328-6786,69.4,7,30,no,medio,web,28.7
1329,TK-101329-9760,57.36,5,31,sí,medio,teléfono,26.1
1330,TK-101330-7200,61.65,3,32,no,medio,chat,
1331,TK-101331-9325,73.94,4,37,sí,,web,40.7
1332,TK-101332-3061,37.13,5,41,no,bajo,correo,32.1
1333,TK-101333-5378,94.73,7,35,sí,bajo,web,42.4
1334,TK-101334-4730,93.11,6,35,no,bajo,chat,41.7
1335,TK-101335-9318,68.77,3,36,sí,bajo,chat,36.1
1336,TK-101336-7122,34.97,9,31,sí,bajo,,
1337,TK-101337-2795,71.02,5,28,sí,medio,correo,25.0
1338,TK-101338-5313,25.41,7,21,no,bajo,,18.7
1339,TK-101339-9187,22.3,5,29,no,alto,web,25.0
1340,TK-101340-5840,39.33,6,39,sí,bajo,chat,30.7
